id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned,genre,plot
1576,4,100,26,385,898,163591,912,2895,5,17,9,35,7,2010,391,502,0.000525289,1,-6.0118227,0.06000284
1577,37,109,44,458,1000,27362712,5971,3199,1,60,9,40,7,2002,886,0,0.001350743,2,-1.7339573,1.479956
1578,318,106,0,482,852,83574831,109214,2975,0,269,9,40,7,2013,618,35000,0.001800991,2,0.4622456,0.6862342
1579,62,124,0,535,2000,54800000,35130,5122,3,283,9,40,9,1980,553,0,0.001275702,3,-1.8680942,-0.41459385
1580,29,82,99,44,93,9628751,5164,315,0,65,9,40,6,2000,45,207,0.000300165,2,-0.534912,-1.9614472
1581,173,117,153,734,35000,46280507,87165,49743,0,184,9,40,7,2014,11000,12000,0.001951073,2,6.528241,2.2485507
1582,260,107,0,99,2000,7268659,59248,2848,7,164,9,33,9,2013,749,48000,0.001951073,2,1.8885497,-1.560802
1583,152,89,56,545,11000,58715510,79094,13794,2,129,9,40,6,2009,826,0,0.001800991,2,6.5311117,-1.1443548
1584,31,109,148,426,2000,14821531,6915,3843,2,209,9,40,9,1997,434,599,0.000675371,3,-1.851683,1.524266
1585,10,121,0,353,854,229311,899,2705,2,42,9,36,9,1999,578,271,0.000675371,2,1.158215,-0.5498297
1586,113,104,63,7,67,19406406,7630,152,0,42,11,13,1,2009,63,0,0.000525289,3,0.2960926,-0.15003005
1587,37,91,25,611,833,17292381,5794,4551,0,69,9,40,6,2001,626,371,0.00120066,2,0.841069,2.0532818
1588,55,109,78,619,854,33000000,9424,3394,1,109,9,40,7,1985,841,0,0.001050578,2,0.81024694,1.3835584
1589,226,101,395,2000,40000,51676606,174591,58823,1,632,9,40,6,2004,14000,0,0.004277353,3,1.2155832,0.0639011
1590,16,107,8,39,106,700000,24438,215,1,78,11,13,9,1993,54,0,0.000450248,2,0.72302574,-1.5601171
1591,159,81,26,300,2000,56536016,13523,3344,0,95,9,40,7,2016,509,0,0.000750413,2,0.9007465,0.0315728
1592,61,112,83,8,2000,3058380,4767,2389,1,69,11,13,9,2000,370,186,0.000375206,3,-1.7266139,1.6561677
1593,175,111,81,81,3000,33631221,48562,3784,1,145,9,40,9,2014,571,0,0.000750413,2,-0.3442984,-0.8540226
1594,98,178,102,551,12000,44606335,169023,23950,0,703,9,40,7,1998,11000,10000,0.00412727,3,-0.6164221,-1.7378341
1595,240,121,0,854,19000,22518325,63363,22833,0,644,9,14,9,2006,972,0,0.003076692,2,2.0968065,1.0706308
1596,69,90,25,138,231,1689999,3675,771,1,48,28,40,9,2006,200,426,0.000450248,3,-1.8668454,-0.7016565
1597,500,132,905,1000,34000,146405371,518537,50983,3,698,9,40,7,2011,13000,54000,0.002026114,3,2.7715552,0.23884514
1598,104,105,8,278,1000,67962333,33887,2689,2,160,9,40,7,2005,358,919,0.001350743,2,6.5274434,-3.543327
1599,445,103,0,588,852,53991137,202800,3030,1,752,9,40,7,2010,618,60000,0.001800991,2,-1.1702061,-0.25915933
1600,158,96,31,328,804,3590010,20885,3013,0,60,9,39,9,2015,625,0,0.000300165,2,-1.1840104,0.8212359
1601,172,107,0,289,572,5023275,34194,1627,2,199,9,13,9,2005,324,0,0.00060033,3,1.739421,0.9650252
1602,84,90,0,518,681,25077977,10986,2486,0,84,9,40,6,2010,611,0,0.00060033,2,0.81315434,0.067320466
1603,84,114,139,793,2000,79568000,71842,4537,0,152,9,40,6,1983,883,0,0.00120066,3,-0.7684694,-0.03918105
1604,287,115,0,964,18000,82161969,142440,31523,1,505,9,40,7,2007,12000,3000,0.003977187,2,-0.047050435,-0.23550282
1605,644,124,365,1000,3000,652177271,418214,8458,0,1290,9,40,7,2015,2000,150000,0.002176197,2,0.3331731,-1.7788931
1606,149,91,357,326,3000,35385560,27198,4807,1,131,9,40,9,2015,465,8000,0.001425784,1,-1.5960566,1.5962224
1607,59,92,6,577,890,4002955,33745,3654,0,198,9,40,9,1999,729,0,0.001350743,2,0.68476135,-1.0707629
1608,166,113,0,721,4000,109176215,83506,8172,6,144,9,40,7,2009,722,0,0.002101156,2,-6.0028725,-1.4545871
1609,173,107,161,549,21000,19389454,54643,22974,5,335,9,40,9,2000,826,0,0.003001651,3,-6.140924,-0.12302099
1610,87,95,6,248,849,5516708,11375,2413,2,91,9,40,9,2001,841,295,0.000975537,1,6.5337577,0.98393804
1611,45,97,84,782,899,27141959,19547,2936,2,168,9,40,6,1999,842,0,0.000975537,0,2.4008913,0.026297282
1612,65,101,3,120,448,12189514,30092,842,0,129,9,40,7,2004,143,0,0.000375206,2,6.5274487,0.4207853
1613,299,120,0,680,10000,100003492,293662,13581,0,836,9,40,9,2004,851,0,0.003301816,3,-0.35826266,0.6701706
1614,232,117,234,919,11000,87341380,255257,15590,3,374,9,40,9,2008,989,0,0.002851568,2,-0.23007429,1.3416796
1615,106,83,21,495,13000,73215310,44143,14261,0,216,9,40,1,2002,503,4000,0.002326279,2,1.4726486,-0.3369
1616,156,91,17,78,534,30079316,75920,1083,0,474,9,40,9,2002,385,0,0.000525289,2,0.9220182,1.3876513
1617,117,108,60,168,18000,1039869,14757,18739,5,51,9,6,9,2010,322,0,0.002251238,2,0.11295778,0.82637316
1618,406,112,0,250,634,37623143,467234,1322,0,1083,28,36,9,2006,269,27000,0.000975537,4,-1.2816818,1.3504376
1619,237,111,101,681,966,45045037,103230,3393,3,143,9,40,9,2011,919,10000,0.001500825,2,6.551597,-0.15562321
1620,197,128,150,244,766,126930660,157519,2037,2,683,9,39,7,1999,536,2000,0.00120066,2,1.9703671,-1.1698385
1621,92,104,165,944,1000,46611204,55749,4294,1,257,9,40,7,1998,967,0,0.000900495,2,0.515315,-0.7162804
1622,81,114,0,403,865,447750,18520,2126,0,133,9,40,9,2000,685,0,0.000825454,3,-0.3319998,1.6046195
1623,94,109,644,559,1000,141600000,90177,3468,6,257,9,40,9,1978,783,0,0.000750413,3,-6.0161405,-1.1064179
1624,147,101,11000,512,13000,70906973,437418,15500,1,609,9,40,6,1993,571,38000,0.003001651,4,0.024261089,0.8444889
1625,154,99,265,265,22000,63034755,16984,23562,1,96,9,40,9,2016,779,0,0.001650908,2,-6.021266,-0.28612262
1626,105,97,84,150,989,33105600,41663,1576,1,141,9,40,7,2002,229,531,0.001500825,2,-1.9875872,0.60989696
1627,188,100,212,919,2000,10991381,44931,5890,1,100,9,39,6,2009,1000,0,0.002026114,3,-0.95555145,1.3795457
1628,137,104,272,17000,22000,1089365,23767,71973,1,111,9,40,9,2008,18000,845,0.00532793,2,-6.1231313,2.0674338
1629,38,108,14,274,1000,594904,2582,1805,0,89,9,40,7,2012,330,0,0.000375206,2,-6.125614,-1.3873932
1630,109,107,0,112,969,18090181,38191,1775,0,271,9,40,9,1994,449,0,0.001876032,2,-1.1439537,-0.85904735
1631,97,109,24,167,287,28995450,19230,855,5,59,9,39,6,2010,175,0,0.000375206,2,1.7760073,1.4212526
1632,289,95,4,80,788,14291570,82082,1414,2,236,9,13,7,2012,447,10000,0.000525289,2,0.3227538,-1.2975637
1633,31,116,500,530,12000,1292527,3536,14579,2,44,9,13,9,1996,1000,228,0.00352694,2,1.0818194,-0.79552644
1634,78,90,26,350,797,303439,12125,2073,2,78,9,40,9,2007,474,1000,0.000825454,2,3.9299176,2.228636
1635,128,99,3,628,14000,33860010,33088,16461,3,143,9,40,7,2009,982,0,0.001500825,1,6.530429,0.2240098
1636,114,164,17000,159,883,8373585,39680,1934,0,308,9,40,9,1988,618,0,0.002401321,3,-1.8453741,-0.45154122
1637,139,123,165,744,12000,101087161,225282,15362,6,339,9,40,9,1997,878,0,0.00352694,2,-1.086895,-0.8687378
1638,427,109,1000,24,177,26003149,185587,278,6,401,9,39,9,2013,55,49000,0.000825454,2,0.59112823,-0.5745518
1639,40,93,10,405,789,68208190,60572,2986,1,144,9,40,7,1999,744,0,0.001425784,2,1.8984929,2.445419
1640,411,104,16,82,14000,71897215,126893,14504,0,440,9,40,7,2016,338,33000,0.001350743,3,0.01578726,0.94864
1641,89,121,883,133,180,55500000,48636,762,3,214,9,39,6,1983,172,0,0.00060033,2,1.9643708,-2.806238
1642,738,91,0,13,39,274084951,582917,87,0,1885,9,39,7,2013,23,147000,0.000750413,3,1.3554838,-0.015619507
1643,89,142,845,787,13000,43426961,93494,16580,1,394,9,40,9,2003,1000,0,0.004202311,2,0.4719067,-1.0469656
1644,170,100,11000,485,10000,43337279,76770,12258,2,203,9,40,7,2009,1000,0,0.003151733,1,0.22314209,0.5080686
1645,215,98,53,65,530,18469,34263,1038,1,141,9,40,9,2010,238,0,0.000300165,2,-0.85748893,-0.122268274
1646,175,101,53,580,14000,13650738,61360,16926,1,129,9,40,9,2015,1000,25000,0.001575867,2,-6.104888,2.8744364
1647,151,98,323,390,1000,18990542,22264,2763,3,289,9,40,9,2002,841,584,0.002251238,0,-0.7603285,-0.56132716
1648,72,93,84,263,551,50129186,38399,1874,0,218,9,40,9,1997,284,0,0.000750413,2,-0.29793236,-0.1829136
1649,121,82,82,418,1000,25871834,52052,3266,6,173,9,40,7,2008,642,0,0.000750413,1,0.0147506045,-0.07684164
1650,253,118,0,500,18000,1330827,9866,19879,2,73,9,13,9,2016,860,0,0.002251238,2,1.6217185,1.2243915
1651,166,90,6,617,904,31487293,74887,2807,2,129,9,40,7,2008,715,0,0.000900495,2,-1.7918139,-0.1479942
1652,60,103,35,482,548,1420578,4894,2389,0,122,9,40,7,2003,495,298,0.001050578,2,0.13045941,1.5183337
1653,116,80,12,58,13000,75367693,58961,13430,0,232,9,40,6,2004,258,795,0.002326279,1,0.80516326,-0.8857992
1654,131,88,55,150,506,44793200,49820,1584,0,311,9,40,11,1987,449,0,0.000975537,2,-0.5337022,1.9315044
1655,323,109,304,736,940,47536959,86955,3277,0,275,9,40,9,2009,906,12000,0.001125619,3,-1.8454365,0.1195656
1656,9,109,62,518,584,5100000,6595,2024,0,61,9,39,9,1984,552,345,0.000750413,2,1.3069041,-0.47851485
1657,2,112,74,891,260000,96734,606,263584,3,5,9,40,7,2012,984,706,0.000450248,2,0.33336395,-0.40932676
1658,67,106,48,35,23000,52885587,35312,23369,0,267,9,40,9,1999,255,0,0.002026114,2,1.0983034,1.1731852
1659,74,108,12,710,2000,568695,16617,3921,2,110,9,40,9,2005,844,412,0.000825454,2,-0.31513774,2.0203435
1660,33,88,3,38,46,110029,1388,225,7,31,9,3,7,2009,46,479,0.000300165,2,0.8172037,1.133147
1661,52,89,0,405,555,13235267,12339,1752,2,32,9,40,6,2007,484,256,0.000525289,0,0.19791591,1.2611418
1662,136,111,197,6,433,71844424,33158,679,0,223,9,40,6,2009,208,0,0.00060033,3,1.4123088,0.511341
1663,114,96,101,71,730,1325073,18762,1208,0,91,9,40,9,2005,394,708,0.000675371,2,-6.1254945,0.5979165
1664,105,96,11000,236,22000,32122249,69319,22889,1,138,9,40,9,2002,394,846,0.004352394,2,-1.7647489,0.03480549
1665,88,94,42,517,975,49002815,15665,3153,2,35,9,40,6,2012,569,0,0.000900495,2,0.18327883,-1.1096493
1666,132,102,11,1000,15000,6409206,32311,33153,4,104,9,40,7,2008,14000,0,0.002626445,2,-0.18363667,-0.89311385
1667,107,100,87,446,3000,73023275,16271,5174,4,57,9,40,6,2009,576,1000,0.001500825,2,0.20709865,-0.427749
1668,521,130,198,884,10000,208543795,317542,14363,0,620,9,40,7,2014,2000,45000,0.003151733,3,0.6045003,-0.37558222
1669,110,109,473,582,14000,26183197,38348,16611,0,135,9,40,9,2003,919,0,0.002326279,2,0.9103503,-1.5609994
1670,32,144,54,332,469,20400000,6304,2037,0,87,9,40,10,1946,436,403,0.000450248,2,-0.50036937,-0.5316703
1671,113,113,39,477,1000,54997476,40362,3341,0,248,9,40,9,2001,912,970,0.002251238,2,2.0636327,-2.3652465
1672,177,87,750,41,745,9003011,133966,1396,0,294,9,3,9,1981,531,0,0.001050578,3,0.3050838,-0.4193832
1673,22,106,8,315,611,115504,4820,1739,2,26,9,39,7,2008,397,0,0.000525289,2,1.2958401,0.76398456
1674,490,133,16000,318,14000,350123553,325264,16277,0,916,9,40,9,2014,962,112000,0.003601981,3,-0.28633732,-0.06784553
1675,199,100,165,240,11000,131144183,157016,12150,1,824,9,40,7,2001,509,0,0.003301816,2,0.836957,-0.4081042
1676,180,104,14,756,2000,31584722,101730,5707,1,131,9,40,9,2010,934,0,0.000675371,2,6.5266676,0.80918807
1677,98,114,118,40,489,12831121,44979,679,0,298,9,40,7,2004,93,0,0.00060033,2,-0.57970905,0.1714572
1678,51,117,31,210,2000,32800000,34896,3016,1,118,9,40,9,1996,472,877,0.001275702,1,1.1146101,-0.7377633
1679,76,135,317,34,57,49994804,29205,164,1,194,9,40,6,1996,40,0,0.00060033,2,-0.47416046,1.3171012
1680,166,98,99,433,12000,67128202,43328,14007,3,110,9,40,6,2009,536,0,0.002251238,2,0.45133725,0.17400111
1681,322,115,386,12000,21000,292298923,185394,59177,3,329,9,40,7,2012,17000,65000,0.002401321,2,-2.447626,0.54577446
1682,163,124,42,848,11000,68642452,77673,13073,3,463,9,39,7,2005,973,0,0.002476362,2,-1.9413391,0.40957227
1683,65,114,0,545,970,60033780,18973,2860,1,162,9,40,7,1998,631,0,0.001050578,2,-1.7291394,0.31895
1684,406,134,452,697,11000,85707116,303185,20411,4,701,9,40,9,2014,8000,82000,0.00352694,3,1.9433012,-2.6244416
1685,95,127,96,577,746,14378353,12375,2393,1,194,9,40,7,1999,602,846,0.001050578,2,-0.510908,0.07850819
1686,167,144,241,996,13000,56083966,137003,18761,1,658,9,40,7,2001,3000,0,0.001951073,2,0.04733614,-0.3700114
1687,88,89,81,92,321,22168359,29659,584,0,227,9,40,11,1989,101,1000,0.000900495,2,-1.0475205,0.3949741
1688,86,130,39,534,2000,9589875,16673,5162,0,45,9,40,6,2008,898,0,0.002401321,3,0.27405185,-1.1527265
1689,294,172,0,857,16000,340478898,1100446,23052,1,2417,9,40,7,2002,5000,10000,0.001876032,4,0.6687027,0.3975727
1690,151,90,68,100,328,32553210,88714,794,0,235,9,39,6,2007,132,0,0.000300165,2,0.2226883,0.5120162
1691,70,106,19,9,585,20262,1738,629,2,10,26,5,10,2014,29,278,0.000375206,2,-1.8503168,0.7957521
1692,64,118,30,284,962,56398162,28649,2390,0,185,9,40,7,2002,593,2000,0.000825454,2,-1.7322623,-1.2047083
1693,49,117,138,416,908,134904,2395,3204,9,17,9,40,9,2010,581,636,0.001350743,2,1.1045247,1.1406202
1694,202,130,208,591,12000,202007640,248045,15972,5,890,9,40,7,2001,3000,0,0.003151733,2,0.86230755,-0.27797607
1695,264,141,16000,539,11000,35707327,199056,12840,0,387,9,40,9,2008,963,14000,0.004802641,3,2.0685928,1.2510823
1696,110,116,18,249,2000,30199105,25346,3753,0,167,9,40,9,2000,1000,470,0.001650908,2,1.8715552,-0.047668602
1697,447,127,0,319,678,225377,70382,1557,1,190,11,13,7,2012,432,33000,0.000750413,3,-1.744962,1.41519
1698,43,95,24,426,931,9123834,4065,3322,6,33,9,40,7,2013,539,0,0.000450248,2,6.5274434,1.1397636
1699,182,114,0,446,975,3519627,41737,3014,4,105,9,40,7,2008,877,0,0.000675371,2,0.5991514,0.09231512
1700,212,89,0,606,2000,21378000,46492,4877,0,335,9,40,9,1980,826,7000,0.002476362,2,-1.9655582,1.541452
1701,66,181,278,51,402,50000000,29839,934,0,150,9,40,1,1971,343,0,0.000975537,3,-1.9275627,-0.4253342
1702,74,103,155,125,687,53133888,50389,1440,0,136,9,40,7,1990,151,0,0.001125619,2,0.6358046,-0.30486375
1703,57,90,32,809,1000,35231365,15517,6299,0,85,9,40,6,2000,891,500,0.001575867,1,-0.73663443,-0.41731152
1704,53,92,39,458,3000,105263257,56168,4518,0,103,9,40,6,1997,562,5000,0.001876032,2,0.9144098,-1.7824802
1705,488,93,56,838,2000,237282182,273556,5005,0,428,9,40,6,2012,1000,39000,0.001050578,3,-0.04370955,-0.4908178
1706,77,127,109,71,2000,217631306,154199,3100,0,252,9,40,7,1990,956,0,0.002101156,2,2.4432895,-0.62140465
1707,12,121,35,473,4000,4700361,2047,6617,0,29,9,40,7,2015,849,0,0.00120066,1,-1.8465166,-0.60252035
1708,469,99,0,520,3000,1702277,84620,5074,4,235,9,39,9,2013,1000,27000,0.000750413,2,1.0914629,-0.40509146
1709,54,120,278,387,844,763044,4257,3286,4,52,9,6,9,2003,766,188,0.001275702,2,1.0979383,2.1374476
1710,147,93,37,545,885,40846082,45317,2872,0,536,9,40,9,1999,828,0,0.000675371,2,2.7915633,0.082707904
1711,110,88,387,18,436,7362100,60295,479,0,232,9,40,9,2005,25,0,0.000450248,3,-6.1254945,0.69769895
1712,150,114,737,393,2000,60652036,137854,3743,1,560,9,40,9,1999,490,3000,0.002326279,3,0.7383223,-1.144451
1713,146,97,20,442,21000,3950294,56654,22577,5,124,9,40,9,2007,569,0,0.002026114,2,1.2958426,-0.3699502
1714,129,98,12,663,4000,16831505,51842,9330,1,173,9,39,7,2004,4000,0,0.003451899,2,0.65858454,-2.0367906
1715,181,107,192,280,40000,7605668,47320,42683,2,188,9,39,9,2015,2000,12000,0.002701486,2,-0.49378797,-1.597123
1716,57,92,155,147,448,1400000,1324,1329,0,37,9,40,9,1987,426,241,0.000450248,2,-0.8642155,-1.946872
1717,141,78,10,253,558,89296573,128285,2039,1,297,9,40,1,2000,452,0,0.000750413,3,-0.030649032,0.492007
1718,163,104,30,296,769,4046737,67949,2251,1,390,9,40,9,2002,413,15000,0.000750413,3,1.2958134,-0.9101419
1719,234,116,23,110,13000,53215979,125036,25220,7,205,9,40,7,2013,12000,22000,0.004802641,2,1.9250793,1.390567
1720,15,105,121,384,11000,13854000,21079,14677,0,55,9,40,7,1988,3000,818,0.001650908,2,0.37279323,0.070074156
1721,192,124,0,430,6000,16248701,189683,7567,0,559,9,40,9,2003,979,0,0.002551403,3,-1.8425624,-0.13029365
1722,81,98,11,107,966,50189179,61966,2018,2,207,9,40,7,2002,680,797,0.000900495,2,0.61431044,-0.066327505
1723,131,98,323,511,933,26536120,49926,3357,0,286,9,14,9,2003,631,0,0.002251238,2,-0.31938618,-1.1743236
1724,285,126,729,284,912,71502303,149966,2170,0,835,9,40,9,2004,306,0,0.001275702,3,0.5907151,-0.90436375
1725,103,112,109,261,779,56607223,93367,1823,8,497,9,6,7,2001,629,0,0.00060033,2,0.2631077,0.3206775
1726,10,89,47,585,628,444044,744,4249,6,19,9,40,9,2015,606,1000,0.000300165,3,-1.8531893,1.3965039
1727,137,90,65,683,1000,10042266,23021,3155,0,220,9,40,7,2005,989,816,0.001500825,2,2.389946,0.69247746
1728,328,192,0,416,5000,377019252,1215718,6434,2,3189,9,40,7,2003,857,16000,0.001350743,4,0.6705725,0.43375587
1729,219,123,15,745,10000,34531832,44788,13371,0,138,9,39,7,2015,979,23000,0.001800991,3,0.28064302,0.21774246
1730,93,118,49,155,11000,16252765,44913,11662,1,181,9,13,9,2001,216,3000,0.002326279,2,-0.5806885,0.35871357
1731,117,99,23,135,405,31136950,47364,1066,1,75,9,40,7,2010,268,0,0.000825454,2,-0.61247844,-2.1774504
1732,316,98,12000,1000,18000,81557479,149947,25780,1,326,9,40,7,2010,3000,18000,0.004427435,2,0.26989836,-0.02445321
1733,208,88,188,826,10000,190418803,270207,14823,2,606,9,40,7,2002,3000,2000,0.003226775,2,-0.35156956,-1.6951606
1734,49,96,6,14,40,792966,4663,99,2,40,9,40,9,1989,30,321,0.000300165,2,-0.21484922,-1.2386714
1735,293,112,133,365,11000,6105175,247020,12239,4,835,9,40,9,2014,392,50000,0.001725949,2,-5.9762235,-0.6037444
1736,110,170,0,889,14000,66676062,267980,16949,1,545,9,40,9,1990,1000,0,0.002776527,3,-1.3924043,-0.80687106
1737,59,115,333,317,972,10556196,16562,2606,2,73,9,40,7,1997,713,697,0.001050578,2,-0.34244817,-1.5215333
1738,290,107,78,969,18000,5354039,92599,22834,8,225,9,40,9,2011,2000,21000,0.003076692,3,1.234018,1.7416549
1739,588,119,0,529,15000,42335698,395087,21668,8,1101,9,40,9,2014,6000,114000,0.00292661,3,1.2978992,-0.05741852
1740,194,94,116,481,645,213079163,162909,2725,2,795,9,40,7,2002,522,0,0.000900495,2,-0.24190846,-0.70423365
1741,46,108,350,77,8000,5600000,11913,8349,1,97,9,40,9,1996,115,616,0.002626445,2,-0.85942703,-0.080202214
1742,80,45,28,104,573,145109,14247,1098,1,44,6,11,5,2008,197,0,0.000300165,3,-0.4611726,1.232944
1743,26,85,0,499,11000,36497,7367,14599,0,37,9,40,9,2008,826,850,0.002701486,1,-5.961029,-1.0455893
1744,133,84,8,896,4000,14373825,63216,6954,0,196,9,40,9,2007,922,0,0.001125619,2,0.1274195,0.24870987
1745,12,92,19,599,18000,12836,1686,20135,1,28,9,40,9,1997,759,161,0.002326279,2,0.032760218,-0.065535195
1746,84,95,126,886,2000,16964743,22844,4681,1,140,9,40,7,2004,989,876,0.001951073,2,6.5234537,0.49753016
1747,100,84,0,158,634,173066,21379,1238,1,88,9,40,9,2007,328,0,0.000450248,2,-1.1733472,0.36999646
1748,100,107,55,294,3000,29374178,12093,4565,0,188,9,40,9,2000,941,394,0.001500825,2,0.85587215,0.3462248
1749,185,138,438,173,12000,130727000,887467,13184,0,916,9,40,9,1991,826,40000,0.003076692,4,0.7947104,0.40856326
1750,446,201,0,84,6000,218051260,316018,7123,0,2618,9,28,7,2005,919,0,0.002776527,3,-0.6554167,-1.6833098
1751,75,112,58,42,552,712294,9408,859,1,68,9,40,9,2005,265,608,0.00060033,2,-1.8700476,-2.0095427
1752,262,150,608,43,149,3958500,17933,390,0,165,9,39,9,2014,44,0,0.000675371,2,-0.085142426,-3.0232441
1753,94,125,0,968,22000,1172769,28068,37606,2,108,9,14,9,2006,14000,0,0.002401321,3,0.07740828,-1.1021569
1754,43,86,302,428,893,226792,3080,3049,2,44,9,39,9,2001,798,117,0.001125619,2,0.32055885,1.5828525
1755,127,104,13,343,961,23020488,42324,2422,3,180,9,40,7,2003,691,846,0.001125619,2,0.49387607,0.004166053
1756,24,113,9,12,71,19184015,1466,159,1,35,9,40,9,2002,65,63,0.000525289,2,0.84847426,-1.3669187
1757,66,93,0,717,12000,39177541,20310,14899,1,177,9,40,6,2005,722,0,0.001725949,1,-0.108675025,0.8357981
1758,241,114,29,616,956,32721635,67822,3861,0,279,9,40,9,2009,878,0,0.001275702,2,0.57167107,0.42126092
1759,42,94,0,664,1000,4693919,11011,4484,0,78,9,40,9,2008,1000,422,0.000525289,1,-5.973629,0.81155
1760,77,96,218,31,4000,4505922,63951,4230,0,252,9,40,9,1996,135,0,0.00292661,3,-6.126488,1.2039456
1761,142,124,249,936,11000,172620724,146134,23603,1,393,9,40,9,1997,10000,0,0.003677022,2,-0.10764528,3.0869758
1762,192,95,0,20,20000,866778,44208,20364,3,117,9,15,7,2007,329,0,0.001725949,2,-1.7306328,-0.01226488
1763,87,100,3,9,74,513836,6304,143,1,21,11,13,9,2010,52,0,0.000300165,3,1.297358,-0.03755038
1764,160,95,43,357,3000,56729973,88529,5286,0,262,9,40,9,2008,723,0,0.000975537,2,-0.76215816,1.4846469
1765,50,102,4,60,634,2000000,1275,1262,0,27,9,40,6,1981,537,0,0.000450248,2,0.6164998,-0.0940952
1766,111,112,9,4,61,375723,7025,76,1,26,26,5,9,2015,9,0,0.000300165,3,-6.1376233,-0.89947057
1767,124,114,73,323,18000,40905277,45895,19739,3,157,9,40,9,2003,886,1000,0.002626445,2,0.8602545,-0.53676075
1768,533,100,421,159,314,14673301,112899,1062,0,631,9,40,9,2014,189,45000,0.000300165,2,-0.8049611,0.5607661
1769,479,118,0,520,14000,138795342,503631,15732,0,636,9,39,9,2010,1000,64000,0.002176197,3,-0.9759245,-0.19888547
1770,46,86,7,17,328,1114943,3562,407,0,74,9,40,9,2000,27,0,0.000525289,2,0.6474755,-0.3054339
1771,332,129,0,213,492,110008260,94241,1450,1,309,9,24,9,2015,392,25000,0.001050578,2,6.5285544,0.46016663
1772,23,115,0,266,12000,25842000,13455,13619,0,87,9,39,6,1993,1000,2000,0.002551403,3,-1.3240681,-1.3720963
1773,143,108,17,186,14000,40203020,74315,15634,1,259,9,39,9,2004,1000,0,0.002851568,2,1.2958401,-0.8237942
1774,108,97,83,579,912,21468807,13048,2682,2,227,9,40,9,2000,786,243,0.000750413,1,2.7759664,0.6640024
1775,153,141,488,509,10000,100614858,206776,11458,1,1248,9,40,9,2001,834,0,0.002776527,2,0.1598132,1.1106882
1776,160,107,0,240,962,1186957,9264,1591,3,69,9,39,7,2008,266,0,0.001876032,2,-1.8592349,-0.5077548
1777,93,104,0,4000,16000,25625110,138707,33758,0,202,9,40,9,1995,12000,0,0.0047276,3,-1.0639411,0.37296143
1778,223,98,11000,557,12000,3247816,36145,19310,0,108,9,40,9,2010,6000,0,0.00532793,2,1.2841094,-0.48662993
1779,62,99,0,186,664,44450000,44394,2010,1,115,9,6,9,1994,655,0,0.001425784,2,1.0550951,-3.731352
1780,34,93,58,722,995,31155435,42644,6105,2,102,9,40,9,2001,729,0,0.001275702,2,-1.1153866,-0.50567174
1781,91,144,0,745,15000,41229,14612,18442,6,41,9,13,9,2013,960,0,0.001800991,2,-0.3542069,0.13448282
1782,107,101,43,655,2000,51758599,27580,5942,0,232,9,40,9,2001,1000,742,0.001650908,2,0.41433126,-1.0702629
1783,29,91,82,8,75,1652472,2843,102,7,25,11,13,9,1996,9,166,0.000450248,2,6.5274434,2.4501262
1784,140,109,80,213,545,106807667,137377,1574,1,370,9,40,7,2000,337,0,0.001350743,2,1.2134823,-0.7336953
1785,53,114,34,287,649,50728000,48909,1725,0,166,9,40,7,1995,327,0,0.000825454,2,-0.32287005,-1.2327224
1786,89,84,134,307,655,20339754,23928,2737,2,73,9,40,9,2007,651,441,0.000750413,2,-1.7620378,-0.16514072
1787,225,96,59,699,17000,114053579,146766,20007,0,178,9,40,6,2008,759,0,0.001725949,2,-0.06021698,-1.9239334
1788,177,140,3000,322,963,4157491,79330,2894,0,690,9,11,9,2000,595,0,0.001500825,3,2.0549805,0.6927808
1789,405,125,102,825,15000,83299761,117719,19809,2,306,9,40,7,2013,2000,39000,0.002176197,3,0.54974335,-0.5675656
1790,70,92,12,1000,35000,85884815,9418,38450,0,53,9,40,6,2015,1000,0,0.000825454,1,0.42966354,-0.6731414
1791,135,94,607,215,933,34238611,35830,2248,1,321,9,40,9,2003,518,0,0.001275702,2,0.9067143,-2.4253626
1792,108,103,163,968,11000,60400856,61317,17533,2,229,9,14,7,2001,2000,0,0.004352394,2,6.546193,-0.50328207
1793,371,120,662,502,20000,31569268,172965,23051,0,627,9,40,9,2015,2000,67000,0.001800991,2,-0.32512766,-0.41996962
1794,91,88,31,489,1000,65535067,59380,2604,1,202,9,40,9,1999,489,0,0.001800991,2,6.5274434,1.0521779
1795,220,101,52,332,510,32453345,31791,2161,0,155,9,40,9,2014,358,10000,0.000300165,1,0.5080416,0.8866566
1796,42,91,23,629,925,10443316,7159,2913,2,88,9,40,7,1998,660,247,0.001425784,1,1.3223354,1.2176236
1797,180,119,719,423,833,73209340,101834,2356,0,628,9,40,9,2000,624,0,0.001125619,2,-2.2629561,-1.2674947
1798,32,91,10,574,890,13571817,5312,3104,3,40,9,40,7,2002,578,939,0.001050578,1,1.0780181,-0.1529038
1799,188,94,107,117,835,196573705,166791,1258,0,132,9,40,6,2009,256,0,0.000750413,2,-0.50956035,-1.5608507
