id,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned
1423,78,149,127,14000,440,0,11000,197171806,37,515306,12884,0,5,477,9,40,7,1989,844,10000,0.004802641,4
1424,87,34,100,98,364,0,723,19900000,0,17262,2348,0,1,53,9,40,9,1995,422,1000,0.001951073,1
1425,0,90,91,31,141,0,1000,10214013,95,23072,1564,0,2,89,9,40,9,2015,249,10000,0.001575867,2
1426,0,85,125,21,581,0,12000,38432823,31,33067,15811,0,1,134,9,40,7,2006,2000,10000,0.001725949,2
1427,0,469,125,364,1000,0,12000,172051787,45,264183,25550,0,0,665,9,40,6,2010,10000,30000,0.002701486,2
1428,0,223,113,252,90,0,539,170684505,0,172080,813,0,0,1017,9,40,7,2002,151,10000,0.001050578,3
1429,0,56,90,119,636,0,869,15549702,0,24038,3007,0,2,123,9,40,7,2003,779,411,0.001425784,1
1430,0,322,115,386,12000,0,21000,292298923,0,185394,59177,0,3,329,9,40,7,2012,17000,65000,0.002401321,2
1431,50,117,147,179,646,0,40000,41954997,53,225122,56014,0,2,234,9,40,9,1997,14000,10000,0.003902146,3
1432,0,32,82,799,294,0,721,9975684,0,20033,1805,0,0,117,9,6,7,1998,359,679,0.000450248,2
1433,0,114,100,1000,220,0,989,11694528,0,7721,2165,0,0,72,9,40,9,2005,744,635,0.001425784,3
1434,0,68,120,98,693,0,49000,4956401,82,12601,51657,0,2,89,9,13,7,1999,1000,10000,0.002101156,2
1435,0,141,84,180,58,0,510,1197786,0,55928,962,0,2,157,11,13,9,2004,297,10000,0.000750413,3
1436,86,220,110,98,327,0,13000,52353636,11,209133,14609,0,1,962,9,40,9,2001,1000,10000,0.002851568,3
1437,0,378,150,98,206,0,10000,92173235,48,280228,14296,0,7,420,9,40,9,2010,4000,29000,0.001800991,3
1438,0,32,140,98,210,0,436,24276500,0,17124,1394,0,2,68,9,40,9,1992,263,949,0.000900495,2
1439,77,248,108,98,690,0,13000,33313582,66,52888,16031,0,1,175,9,40,9,2009,734,10000,0.003827105,2
1440,52,297,136,98,17,0,903,52474616,0,84118,1579,0,2,245,9,40,7,2010,592,13000,0.002551403,2
1441,0,122,82,82,354,0,759,36658108,0,39095,2898,0,7,187,9,40,7,2010,401,16000,0.000900495,1
1442,51,120,123,277,4000,0,11000,105264608,12,239752,25697,0,0,406,9,40,9,1994,10000,11000,0.0047276,3
1443,0,133,103,30,727,0,963,29580087,0,29523,3150,0,2,121,9,40,7,2009,935,10000,0.000900495,1
1444,63,145,121,357,653,0,820,31704416,0,45455,2705,0,0,388,9,40,7,2005,780,10000,0.002026114,1
1445,70,602,148,98,161,0,11000,200074175,0,275868,11700,0,1,994,9,39,7,2015,393,85000,0.001725949,2
1446,52,120,120,98,576,0,40000,137963328,53,291603,42028,0,0,505,9,39,9,1986,854,9000,0.003827105,4
1447,12,190,123,488,2000,0,5000,26838389,0,58658,12700,0,0,495,9,40,7,2005,4000,10000,0.002251238,2
1448,0,239,101,448,83,0,482,96471845,0,268581,956,0,0,1109,9,40,7,2001,203,20000,0.000750413,3
1449,0,130,100,70,99,0,473,9353573,0,56451,1100,0,0,524,9,40,6,2009,315,10000,0.000750413,0
1450,0,38,85,98,503,0,1000,39880476,0,12218,2908,0,0,33,9,40,6,2002,535,187,0.000975537,2
1451,0,30,98,23,982,0,1000,7434726,0,14473,3671,0,2,81,9,40,9,1991,1000,10000,0.001650908,2
1452,26,25,96,98,563,0,1000,35617599,0,20688,2965,0,1,47,9,40,6,1995,845,10000,0.001725949,2
1453,0,214,112,43,1000,0,11000,42478175,37,93767,15327,0,1,209,9,40,7,2015,2000,34000,0.001951073,3
1454,0,94,134,22,488,0,1000,15681020,50,33570,3007,0,6,259,9,39,6,1987,593,1000,0.001800991,1
1455,78,470,122,14000,1000,0,11000,317011114,37,333847,14959,0,2,2054,9,40,7,2008,1000,5000,0.00532793,2
1456,0,327,85,98,88,0,282,16097842,0,53919,687,0,0,168,9,40,9,2013,270,17000,0.000525289,3
1457,0,47,94,258,424,0,721,11508423,0,3174,2453,0,2,19,9,40,6,2008,463,376,0.000525289,2
1458,0,44,152,309,132,0,232,36000000,0,9456,825,0,0,107,9,40,5,1952,178,625,0.000300165,2
1459,0,62,110,81,163,0,1000,38553833,95,46239,1752,0,0,155,9,40,9,1996,416,10000,0.002026114,2
1460,0,164,110,82,177,0,387,51100000,0,139432,1198,0,2,418,9,39,0,1964,202,10000,0.000750413,3
1461,87,158,99,98,520,0,1000,19294901,0,26126,2535,0,0,325,9,40,7,2005,573,10000,0.002026114,1
1462,37,64,112,309,15,0,27,57504069,0,94139,106,0,2,183,9,40,9,1991,26,10000,0.00120066,3
1463,0,164,94,19,117,0,363,26049082,0,76791,1024,0,3,100,9,40,9,2014,342,10000,0.000300165,2
1464,0,217,118,76,174,0,3000,10880926,28,54147,4253,0,2,127,9,40,9,2013,678,10000,0.001125619,2
1465,0,85,100,38,362,0,811,11576087,0,14747,2497,0,3,338,9,40,7,1999,586,858,0.000450248,1
1466,0,81,132,131,242,0,11000,10166502,42,18209,12133,0,0,183,10,40,9,2005,298,10000,0.002026114,2
1467,0,129,98,36,900,0,13000,57262492,15,90374,17582,0,4,318,9,40,9,2000,2000,10000,0.00352694,2
1468,0,56,154,521,957,0,10000,158348400,92,88844,14244,0,0,142,9,40,9,1993,1000,10000,0.003376857,2
1469,0,133,97,19,835,0,23000,38176108,56,222099,37907,0,6,549,9,40,7,1999,13000,10000,0.002326279,3
1470,0,340,106,91,64,0,18000,117528646,61,353442,18669,0,5,387,9,40,9,2011,464,31000,0.002401321,2
1471,0,90,90,29,142,0,638,17848322,0,18771,961,0,1,102,9,21,7,2004,160,702,0.001050578,2
1472,84,82,123,12000,665,32,18000,91400000,27,81026,30132,0,0,194,9,40,9,1995,10000,10000,0.004202311,3
1473,0,66,92,226,580,14,1000,21088568,0,16646,3931,0,1,104,9,40,9,1995,851,10000,0.001275702,2
1474,88,64,88,11000,233,0,854,14792779,0,24256,1653,0,0,91,9,40,6,1987,410,10000,0.003151733,3
1475,88,69,101,11000,2,0,1000,9714482,0,30083,1614,0,0,140,9,40,9,1996,612,10000,0.00292661,2
1476,0,24,100,98,604,0,1000,12902790,38,4052,3250,0,1,88,9,40,9,1998,849,242,0.001650908,2
1477,0,148,101,12,149,0,642,80276912,0,140740,1026,0,2,151,9,40,7,2008,171,10000,0.000675371,2
1478,0,111,158,98,15,0,51,14131298,0,55889,144,0,0,390,9,13,9,1999,40,10000,0.000750413,2
1479,0,459,139,168,1000,0,14000,150832203,59,341058,22226,0,2,713,9,40,7,2014,5000,49000,0.002326279,2
1480,0,94,114,44,7,0,827,1221261,0,38215,856,0,0,125,28,1,9,2000,22,10000,0.000375206,3
1481,0,387,130,188,1000,25,10000,80033643,92,226570,16385,0,2,448,9,40,7,2012,3000,38000,0.003301816,2
1482,0,139,101,221,11000,0,12000,133668525,89,107817,39269,0,4,255,9,40,7,2013,11000,14000,0.003827105,2
1483,0,321,103,207,3000,1,40000,67631157,53,176598,55175,0,0,374,9,40,7,2010,11000,25000,0.00412727,2
1484,0,276,104,301,71,0,18000,79363785,60,139426,22194,0,0,698,9,40,7,2008,4000,10000,0.00292661,2
1485,0,464,116,176,322,0,783,118099659,0,69757,2097,0,4,1211,9,40,7,2016,370,62000,0.000975537,2
1486,0,293,104,53,652,21,22000,33422556,79,99236,33903,0,0,321,9,40,7,2008,11000,10000,0.003001651,3
1487,0,63,81,406,616,0,13000,63071133,15,42892,17035,0,0,154,9,40,7,1996,2000,10000,0.003902146,2
1488,0,196,116,51,465,0,18000,54414716,61,114294,30571,0,7,187,9,40,9,2014,11000,12000,0.003001651,2
1489,18,190,109,453,2000,0,18000,26415649,60,94892,33878,0,4,189,9,40,9,2008,11000,10000,0.00352694,2
1490,0,200,90,76,345,0,798,136432,0,31890,2217,0,0,194,9,39,9,2006,769,10000,0.00060033,2
1491,6,175,98,188,602,24,10000,250147615,100,403014,12998,0,0,289,9,40,7,1997,826,10000,0.002551403,3
1492,0,140,96,36,486,0,1000,37939782,0,62272,3294,0,0,207,9,40,9,2002,580,2000,0.000825454,2
1493,0,228,97,63,525,0,852,104374107,0,89351,2480,0,0,214,9,40,1,2009,578,5000,0.000975537,3
1494,0,25,101,9,201,0,973,978908,0,4057,2306,0,0,90,9,31,7,2006,872,250,0.000825454,2
1495,0,49,98,176,468,0,742,44455658,0,36253,2457,0,2,92,9,40,9,1997,658,10000,0.001725949,2
1496,78,252,145,14000,533,0,10000,132014112,92,399651,12546,0,0,1331,9,40,7,2002,798,10000,0.005177848,3
1497,0,213,140,708,745,0,11000,80574010,42,63493,20440,0,1,302,9,40,7,2010,8000,26000,0.00292661,2
1498,0,11,106,15,0,0,2,1111,0,771,2,0,0,10,9,40,7,2006,0,246,0.000300165,3
1499,0,233,126,218,322,1,11000,186336103,12,348861,22722,0,2,798,9,40,7,2005,11000,10000,0.005027765,2
1500,0,127,100,122,83,0,210,373967,0,43839,469,0,0,481,9,40,9,2001,148,10000,0.001050578,2
1501,0,79,177,98,582,0,766,17593391,0,56403,4346,0,1,376,9,40,9,1997,674,10000,0.001050578,2
1502,72,156,103,189,949,0,2000,34290142,0,54242,4662,0,8,145,9,40,9,2014,1000,14000,0.002176197,2
1503,0,195,104,25,73,0,638,4231500,0,30479,822,0,2,162,14,18,6,2013,85,16000,0.000300165,3
1504,0,94,116,521,481,0,13000,177200000,11,77366,14701,0,1,194,9,40,6,1982,521,10000,0.003451899,3
1505,0,304,137,16000,348,0,890,66207920,98,512749,1959,0,0,935,9,40,9,2004,387,10000,0.002026114,3
1506,0,165,111,105,64,0,527,6109075,0,32003,735,0,1,65,11,13,7,2009,86,10000,0.000525289,2
1507,0,284,100,77,27,0,286,1196752,0,79353,385,0,3,121,24,29,9,2011,52,23000,0.000450248,3
1508,0,64,102,149,276,0,409,1281176,0,2932,1986,0,1,73,9,40,7,1999,277,121,0.000900495,2
1509,0,112,107,13,165,0,618,21835784,0,58297,1095,0,3,161,9,40,7,2005,172,10000,0.00060033,2
1510,0,301,97,98,106,0,227,1768416,0,35848,684,0,0,198,9,40,9,2010,218,10000,0.000675371,2
1511,0,172,103,67,111,0,383,142614158,0,66593,692,0,3,153,9,40,6,2011,113,31000,0.000900495,2
1512,0,91,87,41,574,0,1000,112950721,0,33884,3287,0,0,79,9,40,6,2001,692,266,0.001350743,1
1513,20,49,94,80,230,0,1000,36830057,0,10883,2151,0,2,73,9,40,6,1999,417,448,0.001350743,1
1514,0,208,88,20,36,0,144,130174897,0,27918,309,0,0,155,9,40,1,2015,42,33000,0.000450248,3
1515,0,151,89,119,807,0,2000,90703745,0,93748,5855,0,8,410,9,40,7,2006,869,1000,0.001125619,2
1516,0,418,107,133,9000,15,17000,101470202,17,310540,38751,0,6,669,9,40,9,2013,11000,97000,0.002701486,2
1517,0,53,170,23,2,0,7,7830611,0,18980,15,0,0,74,9,40,7,1994,6,10000,0.000525289,4
1518,0,258,150,80,201,0,22000,141614023,78,149922,22697,0,4,438,9,40,6,2008,216,10000,0.001575867,2
1519,0,125,81,5,710,0,49000,7825820,82,13086,50831,0,0,156,9,40,9,2006,780,576,0.002101156,2
1520,0,148,116,120,664,0,12000,78900000,0,91414,16539,0,2,359,9,40,6,1982,980,10000,0.001125619,3
1521,0,79,95,13,430,0,1000,34099640,0,16651,2515,0,0,149,9,40,6,2000,934,10000,0.001125619,2
1522,0,227,128,521,249,0,591,72515360,0,86152,2100,0,1,411,0,39,7,2005,249,10000,0.00120066,2
1523,0,165,94,12,183,0,17000,177343675,0,70121,17883,0,0,214,9,40,6,2015,523,26000,0.000525289,2
1524,7,124,104,101,223,0,787,42071069,0,36223,1827,0,1,208,9,40,7,2005,299,10000,0.001575867,2
1525,88,275,96,11000,252,0,19000,23213577,88,198111,19894,0,0,365,9,36,7,2008,581,14000,0.003752064,3
1526,0,433,89,98,903,22,19000,126546825,88,327367,32325,0,0,918,9,13,9,2014,11000,83000,0.004502476,2
1527,57,446,201,98,84,29,6000,218051260,74,316027,7122,0,0,2618,9,28,7,2005,918,10000,0.002776527,3
1528,20,19,95,80,287,0,3000,38087756,0,49612,4634,0,1,39,9,40,6,1994,450,10000,0.001650908,2
1529,0,358,128,79,414,0,13000,50815288,66,109191,14747,0,0,625,9,40,9,2005,903,10000,0.002251238,2
1530,0,142,121,38,745,0,940,83892374,65,85720,4230,0,0,297,9,40,7,1998,826,10000,0.001425784,2
1531,0,93,107,26,535,0,889,10956379,0,21506,3274,0,0,364,9,35,7,2007,618,10000,0.000900495,1
1532,36,80,130,323,330,0,670,50016394,0,106528,2407,0,1,257,9,40,7,1993,442,10000,0.002026114,2
1533,0,191,98,38,706,29,14000,50740078,71,151580,16791,0,1,672,9,14,9,2004,919,10000,0.001725949,2
1534,0,205,105,141,56,0,1000,613556,0,9427,1172,0,1,87,21,37,5,2015,103,10000,0.000450248,2
1535,0,167,101,10,472,0,1000,11956207,0,24012,3142,0,2,126,9,40,9,2009,668,10000,0.000450248,2
1536,0,225,99,24,864,0,18000,62401264,36,69484,20276,0,3,323,9,39,9,2016,992,28000,0.002326279,2
1537,0,265,102,82,537,0,622,34350553,0,104066,2488,0,4,207,9,40,9,2012,591,15000,0.00060033,2
1538,37,123,109,309,482,0,1000,74484168,0,109894,2740,0,3,340,9,40,9,2005,654,10000,0.001800991,2
1539,0,310,124,14000,979,0,22000,133382309,79,256695,34817,0,0,871,9,40,7,2006,10000,10000,0.003752064,2
1540,0,173,106,285,105,0,8000,100468793,99,212499,11264,0,2,277,9,40,9,2008,3000,10000,0.003376857,2
1541,0,412,101,212,476,0,13000,67344392,15,165618,15481,0,2,503,9,40,9,2013,787,66000,0.003601981,2
1542,0,298,115,79,820,0,18000,126149655,27,166693,36237,0,1,276,9,40,9,2012,16000,19000,0.003301816,2
1543,0,27,85,98,742,24,11000,70527,102,7690,14656,0,6,68,9,40,9,2004,826,376,0.001951073,2
1544,0,287,115,219,258,0,902,15045676,0,76303,2466,0,1,376,9,40,7,2009,837,10000,0.00120066,2
1545,0,112,91,18,307,0,935,15935068,0,19331,2899,0,0,317,9,40,9,1993,805,949,0.000525289,1
1546,44,323,91,98,751,0,11000,64505912,102,163130,13654,0,0,1264,9,40,9,2008,946,6000,0.002551403,1
1547,0,216,94,85,443,0,14000,50648679,71,149549,16225,0,1,348,9,13,9,2007,706,10000,0.001876032,2
1548,0,112,93,11,271,0,443,48430,0,20176,1452,0,1,73,9,40,9,2010,298,10000,0.000525289,2
1549,9,133,90,98,15,0,343,65087,0,8824,408,0,0,108,9,40,9,2007,29,559,0.001650908,2
1550,0,64,94,39,506,0,1000,32095318,10,12466,3664,0,0,84,9,40,7,2001,611,304,0.001725949,2
1551,0,97,172,355,188,0,749,23650000,0,40359,1941,0,5,235,9,40,5,1946,208,10000,0.000300165,4
1552,0,111,103,12,19,0,163,542860,0,9230,219,0,1,37,8,26,9,2008,20,10000,0.000300165,3
1553,0,98,108,4,96,0,687,22108977,0,29861,1134,0,1,132,9,15,7,2003,312,505,0.00060033,2
1554,0,49,107,124,572,0,636,14375181,0,8692,3374,0,2,126,9,40,7,1987,631,754,0.000900495,1
1555,0,112,123,43,238,0,456,46800000,0,76477,1326,0,2,275,9,39,6,1977,244,10000,0.000750413,3
1556,0,175,111,98,71,0,2000,76806312,57,124501,2978,0,1,154,9,40,7,2008,805,10000,0.002326279,2
1557,22,488,122,1000,883,0,2000,74273505,0,612060,4738,0,0,1518,9,40,9,2007,939,21000,0.002251238,4
1558,17,134,94,98,557,0,2000,16501785,0,469561,3559,0,4,514,9,39,9,1996,887,21000,0.002026114,4
1559,14,217,118,98,1000,26,8000,88761720,0,141179,14024,3,0,419,9,39,6,2010,3000,9000,0.003376857,2
1560,0,276,123,160,402,0,12000,115802596,76,182661,14017,0,1,681,9,40,7,2007,701,10000,0.002476362,2
1561,0,83,132,130,80,0,29000,56876365,63,125219,29265,0,1,244,9,40,7,1998,130,10000,0.001725949,2
1562,0,36,97,781,90,0,596,117560,0,2330,1081,0,0,29,9,40,9,2006,206,224,0.000900495,2
1563,0,173,108,191,336,0,597,19067631,0,37714,1981,0,1,204,9,40,7,2007,541,10000,0.000450248,3
1564,0,88,109,11,159,0,471,16459004,0,13320,1069,0,1,415,9,6,9,1999,308,327,0.000300165,1
1565,0,28,111,98,617,0,783,1954202,0,5917,4834,0,0,71,9,40,7,1999,664,391,0.000825454,2
1566,0,116,186,50,338,0,13000,46495,66,12053,14638,0,1,119,9,40,9,2011,1000,10000,0.002626445,2
1567,0,218,113,33,11000,0,40000,76846624,53,21352,80806,0,1,131,9,40,6,2016,25000,30000,0.00292661,2
1568,0,235,79,9,7,0,48,30500882,0,42256,67,0,1,916,9,40,9,2003,10,10000,0.000450248,2
1569,43,354,135,255,882,0,3000,134518390,0,326286,5811,0,0,643,9,40,7,2008,1000,10000,0.001350743,2
1570,48,396,144,98,581,0,662,318759914,0,513158,2333,0,0,1782,9,40,7,2007,599,8000,0.002026114,3
1571,82,77,122,167,807,0,997,91547205,0,34579,5165,0,8,62,9,40,7,2012,966,10000,0.001575867,2
1572,0,138,84,98,194,0,1000,3216970,0,142619,2065,0,0,586,9,40,9,1998,512,24000,0.00120066,3
1573,0,206,90,52,224,0,34000,3388210,47,46813,34983,0,1,150,9,40,7,2011,487,12000,0.000900495,2
1574,0,10,107,116,25,0,327,34793160,0,15730,552,0,1,31,9,40,6,1991,172,10000,0.000675371,2
1575,32,131,120,446,1000,0,22000,44886089,80,69576,40117,0,3,207,9,40,9,1997,13000,2000,0.005553054,2
1576,0,4,100,26,385,0,898,163591,0,912,2895,0,5,17,9,35,7,2010,391,502,0.000525289,1
1577,0,37,109,44,458,0,1000,27362712,0,5971,3199,0,1,60,9,40,7,2002,886,10000,0.001350743,2
1578,0,318,106,98,482,0,852,83574831,0,109214,2975,0,0,269,9,40,7,2013,618,35000,0.001800991,2
1579,0,62,124,98,535,0,2000,54800000,0,35130,5122,0,3,283,9,40,9,1980,553,10000,0.001275702,3
1580,0,29,82,99,44,0,93,9628751,0,5164,315,0,0,65,9,40,6,2000,45,207,0.000300165,2
1581,25,173,117,153,734,0,35000,46280507,0,87165,49743,0,0,184,9,40,7,2014,11000,12000,0.001951073,2
1582,66,260,107,98,99,0,2000,7268659,4,59248,2848,0,7,164,9,33,9,2013,749,48000,0.001951073,2
1583,0,152,89,56,545,0,11000,58715510,8,79094,13794,0,2,129,9,40,6,2009,826,10000,0.001800991,2
1584,0,31,109,148,426,0,2000,14821531,0,6915,3843,0,2,209,9,40,9,1997,434,599,0.000675371,3
1585,0,10,121,98,353,0,854,229311,0,899,2705,0,2,42,9,36,9,1999,578,271,0.000675371,2
1586,0,113,104,63,7,0,67,19406406,0,7630,152,0,0,42,11,13,1,2009,63,10000,0.000525289,3
1587,0,37,91,25,611,0,833,17292381,0,5794,4551,0,0,69,9,40,6,2001,626,371,0.00120066,2
1588,0,55,109,78,619,0,854,33000000,0,9424,3394,0,1,109,9,40,7,1985,841,10000,0.001050578,2
1589,45,226,101,395,2000,18,40000,51676606,53,174591,58823,0,1,632,9,40,6,2004,14000,10000,0.004277353,3
1590,0,16,107,8,39,0,106,700000,0,24438,215,0,1,78,11,13,9,1993,54,10000,0.000450248,2
1591,0,159,81,26,300,0,2000,56536016,0,13523,3344,0,0,95,9,40,7,2016,509,10000,0.000750413,2
1592,0,61,112,83,8,0,2000,3058380,0,4767,2389,0,1,69,11,13,9,2000,370,186,0.000375206,3
1593,0,175,111,81,81,0,3000,33631221,35,48562,3784,0,1,145,9,40,9,2014,571,10000,0.000750413,2
1594,0,98,178,102,551,4,12000,44606335,9,169023,23950,0,0,703,9,40,7,1998,11000,10000,0.00412727,3
1595,9,240,121,98,854,0,19000,22518325,88,63363,22833,0,0,644,9,14,9,2006,972,10000,0.003076692,2
1596,0,69,90,25,138,0,231,1689999,0,3675,771,0,1,48,28,40,9,2006,200,426,0.000450248,3
1597,0,500,132,905,1000,0,34000,146405371,47,518537,50983,0,3,698,9,40,7,2011,13000,54000,0.002026114,3
1598,0,104,105,8,278,0,1000,67962333,10,33887,2689,0,2,160,9,40,7,2005,358,919,0.001350743,2
1599,0,445,103,98,588,0,852,53991137,0,202800,3030,0,1,752,9,40,7,2010,618,60000,0.001800991,2
1600,0,158,96,31,328,0,804,3590010,0,20885,3013,0,0,60,9,39,9,2015,625,10000,0.000300165,2
1601,0,172,107,98,289,0,572,5023275,0,34194,1627,0,2,199,9,13,9,2005,324,10000,0.00060033,3
1602,0,84,90,98,518,0,681,25077977,0,10986,2486,0,0,84,9,40,6,2010,611,10000,0.00060033,2
1603,0,84,114,139,793,0,2000,79568000,67,71842,4537,0,0,152,9,40,6,1983,883,10000,0.00120066,3
1604,67,287,115,98,964,2,18000,82161969,83,142440,31523,0,1,505,9,40,7,2007,12000,3000,0.003977187,2
1605,0,644,124,365,1000,17,3000,652177271,0,418214,8458,0,0,1290,9,40,7,2015,2000,150000,0.002176197,2
1606,63,149,91,357,326,0,3000,35385560,0,27198,4807,0,1,131,9,40,9,2015,465,8000,0.001425784,1
1607,0,59,92,6,577,0,890,4002955,98,33745,3654,0,0,198,9,40,9,1999,729,10000,0.001350743,2
1608,0,166,113,98,721,0,4000,109176215,54,83506,8172,0,6,144,9,40,7,2009,722,10000,0.002101156,2
1609,0,173,107,161,549,24,21000,19389454,81,54643,22974,0,5,335,9,40,9,2000,826,10000,0.003001651,3
1610,0,87,95,6,248,0,849,5516708,0,11375,2413,0,2,91,9,40,9,2001,841,295,0.000975537,1
1611,0,45,97,84,782,0,899,27141959,0,19547,2936,0,2,168,9,40,6,1999,842,10000,0.000975537,0
1612,0,65,101,3,120,0,448,12189514,0,30092,842,0,0,129,9,40,7,2004,143,10000,0.000375206,2
1613,49,299,120,98,680,14,10000,100003492,92,293662,13581,0,0,836,9,40,9,2004,851,10000,0.003301816,3
1614,0,232,117,234,919,0,11000,87341380,42,255257,15590,0,3,374,9,40,9,2008,989,10000,0.002851568,2
1615,0,106,83,21,495,0,13000,73215310,66,44143,14261,0,0,216,9,40,1,2002,503,4000,0.002326279,2
1616,0,156,91,17,78,0,534,30079316,0,75920,1083,0,0,474,9,40,9,2002,385,10000,0.000525289,2
1617,0,117,108,60,168,0,18000,1039869,61,14757,18739,0,5,51,9,6,9,2010,322,10000,0.002251238,2
1618,0,406,112,98,250,0,634,37623143,0,467234,1322,0,0,1083,28,36,9,2006,269,27000,0.000975537,4
1619,7,237,111,101,681,0,966,45045037,0,103230,3393,0,3,143,9,40,9,2011,919,10000,0.001500825,2
1620,0,197,128,150,244,0,766,126930660,0,157519,2037,0,2,683,9,39,7,1999,536,2000,0.00120066,2
1621,0,92,104,165,944,0,1000,46611204,0,55749,4294,0,1,257,9,40,7,1998,967,10000,0.000900495,2
1622,0,81,114,98,403,0,865,447750,0,18520,2126,0,0,133,9,40,9,2000,685,10000,0.000825454,3
1623,0,94,109,644,559,0,1000,141600000,0,90177,3468,0,6,257,9,40,9,1978,783,10000,0.000750413,3
1624,30,147,101,11000,512,0,13000,70906973,11,437418,15500,0,1,609,9,40,6,1993,571,38000,0.003001651,4
1625,0,154,99,265,265,0,22000,63034755,78,16984,23562,0,1,96,9,40,9,2016,779,10000,0.001650908,2
1626,0,105,97,84,150,0,989,33105600,33,41663,1576,0,1,141,9,40,7,2002,229,531,0.001500825,2
1627,0,188,100,212,919,0,2000,10991381,0,44931,5890,0,1,100,9,39,6,2009,1000,10000,0.002026114,3
1628,5,137,104,272,17000,0,22000,1089365,80,23767,71973,0,1,111,9,40,9,2008,18000,845,0.00532793,2
1629,0,38,108,14,274,0,1000,594904,0,2582,1805,0,0,89,9,40,7,2012,330,10000,0.000375206,2
1630,87,109,107,98,112,0,969,18090181,0,38191,1775,0,0,271,9,40,9,1994,449,10000,0.001876032,2
1631,0,97,109,24,167,0,287,28995450,0,19230,855,0,5,59,9,39,6,2010,175,10000,0.000375206,2
1632,0,289,95,4,80,0,788,14291570,0,82082,1414,0,2,236,9,13,7,2012,447,10000,0.000525289,2
1633,0,31,116,500,530,0,12000,1292527,89,3536,14579,0,2,44,9,13,9,1996,1000,228,0.00352694,2
1634,0,78,90,26,350,0,797,303439,0,12125,2073,0,2,78,9,40,9,2007,474,1000,0.000825454,2
1635,0,128,99,3,628,0,14000,33860010,13,33088,16461,0,3,143,9,40,7,2009,982,10000,0.001500825,1
1636,47,114,164,17000,159,0,883,8373585,0,39680,1934,0,0,308,9,40,9,1988,618,10000,0.002401321,3
1637,73,139,123,165,744,0,12000,101087161,89,225282,15362,0,6,339,9,40,9,1997,878,10000,0.00352694,2
1638,0,427,109,1000,24,0,177,26003149,0,185587,278,0,6,401,9,39,9,2013,55,49000,0.000825454,2
1639,0,40,93,10,405,0,789,68208190,0,60572,2986,0,1,144,9,40,7,1999,744,10000,0.001425784,2
1640,0,411,104,16,82,0,14000,71897215,13,126893,14504,0,0,440,9,40,7,2016,338,33000,0.001350743,3
1641,0,89,121,883,133,0,180,55500000,0,48636,762,0,3,214,9,39,6,1983,172,10000,0.00060033,2
1642,0,738,91,98,13,0,39,274084951,0,582917,87,0,0,1885,9,39,7,2013,23,147000,0.000750413,3
1643,4,89,142,845,787,0,13000,43426961,15,93494,16580,0,1,394,9,40,9,2003,1000,10000,0.004202311,2
1644,30,170,100,11000,485,0,10000,43337279,0,76770,12258,0,2,203,9,40,7,2009,1000,10000,0.003151733,1
1645,0,215,98,53,65,0,530,18469,0,34263,1038,0,1,141,9,40,9,2010,238,10000,0.000300165,2
1646,0,175,101,53,580,0,14000,13650738,13,61360,16926,0,1,129,9,40,9,2015,1000,25000,0.001575867,2
1647,36,151,98,323,390,0,1000,18990542,0,22264,2763,0,3,289,9,40,9,2002,841,584,0.002251238,0
1648,0,72,93,84,263,0,551,50129186,0,38399,1874,0,0,218,9,40,9,1997,284,10000,0.000750413,2
1649,0,121,82,82,418,0,1000,25871834,0,52052,3266,0,6,173,9,40,7,2008,642,10000,0.000750413,1
1650,0,253,118,98,500,0,18000,1330827,60,9866,19879,0,2,73,9,13,9,2016,860,10000,0.002251238,2
1651,0,166,90,6,617,0,904,31487293,0,74887,2807,0,2,129,9,40,7,2008,715,10000,0.000900495,2
1652,0,60,103,35,482,0,548,1420578,0,4894,2389,0,0,122,9,40,7,2003,495,298,0.001050578,2
1653,0,116,80,12,58,0,13000,75367693,11,58961,13430,0,0,232,9,40,6,2004,258,795,0.002326279,1
1654,0,131,88,55,150,0,506,44793200,0,49820,1584,0,0,311,9,40,11,1987,449,10000,0.000975537,2
1655,0,323,109,304,736,0,940,47536959,72,86955,3277,0,0,275,9,40,9,2009,906,12000,0.001125619,3
1656,0,9,109,62,518,0,584,5100000,0,6595,2024,0,0,61,9,39,9,1984,552,345,0.000750413,2
1657,0,2,112,74,891,0,260000,96734,0,606,263584,0,3,5,9,40,7,2012,984,706,0.000450248,2
1658,0,67,106,48,35,0,23000,52885587,77,35312,23369,0,0,267,9,40,9,1999,255,10000,0.002026114,2
1659,0,74,108,12,710,0,2000,568695,0,16617,3921,0,2,110,9,40,9,2005,844,412,0.000825454,2
1660,0,33,88,3,38,0,46,110029,0,1388,225,0,7,31,9,3,7,2009,46,479,0.000300165,2
1661,0,52,89,98,405,0,555,13235267,0,12339,1752,0,2,32,9,40,6,2007,484,256,0.000525289,0
1662,0,136,111,197,6,0,433,71844424,0,33158,679,0,0,223,9,40,6,2009,208,10000,0.00060033,3
