id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned
1584,31,109,148,426,2000,14821531,6915,2,209,1997,434,599,0.000675371,3
1585,10,121,98,353,854,229311,899,2,42,1999,578,271,0.000675371,2
1586,113,104,63,7,67,19406406,7630,0,42,2009,63,10000,0.000525289,3
1587,37,91,25,611,833,17292381,5794,0,69,2001,626,371,0.00120066,2
1588,55,109,78,619,854,33000000,9424,1,109,1985,841,10000,0.001050578,2
1589,226,101,395,2000,40000,51676606,174591,1,632,2004,14000,10000,0.004277353,3
1590,16,107,8,39,106,700000,24438,1,78,1993,54,10000,0.000450248,2
1591,159,81,26,300,2000,56536016,13523,0,95,2016,509,10000,0.000750413,2
1592,61,112,83,8,2000,3058380,4767,1,69,2000,370,186,0.000375206,3
1593,175,111,81,81,3000,33631221,48562,1,145,2014,571,10000,0.000750413,2
1594,98,178,102,551,12000,44606335,169023,0,703,1998,11000,10000,0.00412727,3
1595,240,121,98,854,19000,22518325,63363,0,644,2006,972,10000,0.003076692,2
1596,69,90,25,138,231,1689999,3675,1,48,2006,200,426,0.000450248,3
1597,500,132,905,1000,34000,146405371,518537,3,698,2011,13000,54000,0.002026114,3
1598,104,105,8,278,1000,67962333,33887,2,160,2005,358,919,0.001350743,2
1599,445,103,98,588,852,53991137,202800,1,752,2010,618,60000,0.001800991,2
1600,158,96,31,328,804,3590010,20885,0,60,2015,625,10000,0.000300165,2
1601,172,107,98,289,572,5023275,34194,2,199,2005,324,10000,0.00060033,3
1602,84,90,98,518,681,25077977,10986,0,84,2010,611,10000,0.00060033,2
1603,84,114,139,793,2000,79568000,71842,0,152,1983,883,10000,0.00120066,3
1604,287,115,98,964,18000,82161969,142440,1,505,2007,12000,3000,0.003977187,2
1605,644,124,365,1000,3000,652177271,418214,0,1290,2015,2000,150000,0.002176197,2
1606,149,91,357,326,3000,35385560,27198,1,131,2015,465,8000,0.001425784,1
1607,59,92,6,577,890,4002955,33745,0,198,1999,729,10000,0.001350743,2
1608,166,113,98,721,4000,109176215,83506,6,144,2009,722,10000,0.002101156,2
1609,173,107,161,549,21000,19389454,54643,5,335,2000,826,10000,0.003001651,3
1610,87,95,6,248,849,5516708,11375,2,91,2001,841,295,0.000975537,1
1611,45,97,84,782,899,27141959,19547,2,168,1999,842,10000,0.000975537,0
1612,65,101,3,120,448,12189514,30092,0,129,2004,143,10000,0.000375206,2
1613,299,120,98,680,10000,100003492,293662,0,836,2004,851,10000,0.003301816,3
1614,232,117,234,919,11000,87341380,255257,3,374,2008,989,10000,0.002851568,2
1615,106,83,21,495,13000,73215310,44143,0,216,2002,503,4000,0.002326279,2
1616,156,91,17,78,534,30079316,75920,0,474,2002,385,10000,0.000525289,2
1617,117,108,60,168,18000,1039869,14757,5,51,2010,322,10000,0.002251238,2
1618,406,112,98,250,634,37623143,467234,0,1083,2006,269,27000,0.000975537,4
1619,237,111,101,681,966,45045037,103230,3,143,2011,919,10000,0.001500825,2
1620,197,128,150,244,766,126930660,157519,2,683,1999,536,2000,0.00120066,2
1621,92,104,165,944,1000,46611204,55749,1,257,1998,967,10000,0.000900495,2
1622,81,114,98,403,865,447750,18520,0,133,2000,685,10000,0.000825454,3
1623,94,109,644,559,1000,141600000,90177,6,257,1978,783,10000,0.000750413,3
1624,147,101,11000,512,13000,70906973,437418,1,609,1993,571,38000,0.003001651,4
1625,154,99,265,265,22000,63034755,16984,1,96,2016,779,10000,0.001650908,2
1626,105,97,84,150,989,33105600,41663,1,141,2002,229,531,0.001500825,2
1627,188,100,212,919,2000,10991381,44931,1,100,2009,1000,10000,0.002026114,3
1628,137,104,272,17000,22000,1089365,23767,1,111,2008,18000,845,0.00532793,2
1629,38,108,14,274,1000,594904,2582,0,89,2012,330,10000,0.000375206,2
1630,109,107,98,112,969,18090181,38191,0,271,1994,449,10000,0.001876032,2
1631,97,109,24,167,287,28995450,19230,5,59,2010,175,10000,0.000375206,2
1632,289,95,4,80,788,14291570,82082,2,236,2012,447,10000,0.000525289,2
1633,31,116,500,530,12000,1292527,3536,2,44,1996,1000,228,0.00352694,2
1634,78,90,26,350,797,303439,12125,2,78,2007,474,1000,0.000825454,2
1635,128,99,3,628,14000,33860010,33088,3,143,2009,982,10000,0.001500825,1
1636,114,164,17000,159,883,8373585,39680,0,308,1988,618,10000,0.002401321,3
1637,139,123,165,744,12000,101087161,225282,6,339,1997,878,10000,0.00352694,2
1638,427,109,1000,24,177,26003149,185587,6,401,2013,55,49000,0.000825454,2
1639,40,93,10,405,789,68208190,60572,1,144,1999,744,10000,0.001425784,2
1640,411,104,16,82,14000,71897215,126893,0,440,2016,338,33000,0.001350743,3
1641,89,121,883,133,180,55500000,48636,3,214,1983,172,10000,0.00060033,2
1642,738,91,98,13,39,274084951,582917,0,1885,2013,23,147000,0.000750413,3
1643,89,142,845,787,13000,43426961,93494,1,394,2003,1000,10000,0.004202311,2
1644,170,100,11000,485,10000,43337279,76770,2,203,2009,1000,10000,0.003151733,1
1645,215,98,53,65,530,18469,34263,1,141,2010,238,10000,0.000300165,2
1646,175,101,53,580,14000,13650738,61360,1,129,2015,1000,25000,0.001575867,2
1647,151,98,323,390,1000,18990542,22264,3,289,2002,841,584,0.002251238,0
1648,72,93,84,263,551,50129186,38399,0,218,1997,284,10000,0.000750413,2
1649,121,82,82,418,1000,25871834,52052,6,173,2008,642,10000,0.000750413,1
1650,253,118,98,500,18000,1330827,9866,2,73,2016,860,10000,0.002251238,2
1651,166,90,6,617,904,31487293,74887,2,129,2008,715,10000,0.000900495,2
1652,60,103,35,482,548,1420578,4894,0,122,2003,495,298,0.001050578,2
1653,116,80,12,58,13000,75367693,58961,0,232,2004,258,795,0.002326279,1
1654,131,88,55,150,506,44793200,49820,0,311,1987,449,10000,0.000975537,2
1655,323,109,304,736,940,47536959,86955,0,275,2009,906,12000,0.001125619,3
1656,9,109,62,518,584,5100000,6595,0,61,1984,552,345,0.000750413,2
1657,2,112,74,891,260000,96734,606,3,5,2012,984,706,0.000450248,2
1658,67,106,48,35,23000,52885587,35312,0,267,1999,255,10000,0.002026114,2
1659,74,108,12,710,2000,568695,16617,2,110,2005,844,412,0.000825454,2
1660,33,88,3,38,46,110029,1388,7,31,2009,46,479,0.000300165,2
1661,52,89,98,405,555,13235267,12339,2,32,2007,484,256,0.000525289,0
1662,136,111,197,6,433,71844424,33158,0,223,2009,208,10000,0.00060033,3
1663,114,96,101,71,730,1325073,18762,0,91,2005,394,708,0.000675371,2
1664,105,96,11000,236,22000,32122249,69319,1,138,2002,394,846,0.004352394,2
1665,88,94,42,517,975,49002815,15665,2,35,2012,569,10000,0.000900495,2
1666,132,102,11,1000,15000,6409206,32311,4,104,2008,14000,10000,0.002626445,2
1667,107,100,87,446,3000,73023275,16271,4,57,2009,576,1000,0.001500825,2
1668,521,130,198,884,10000,208543795,317542,0,620,2014,2000,45000,0.003151733,3
1669,110,109,473,582,14000,26183197,38348,0,135,2003,919,10000,0.002326279,2
1670,32,144,54,332,469,20400000,6304,0,87,1946,436,403,0.000450248,2
1671,113,113,39,477,1000,54997476,40362,0,248,2001,912,970,0.002251238,2
1672,177,87,750,41,745,9003011,133966,0,294,1981,531,10000,0.001050578,3
1673,22,106,8,315,611,115504,4820,2,26,2008,397,10000,0.000525289,2
1674,490,133,16000,318,14000,350123553,325264,0,916,2014,962,112000,0.003601981,3
1675,199,100,165,240,11000,131144183,157016,1,824,2001,509,10000,0.003301816,2
1676,180,104,14,756,2000,31584722,101730,1,131,2010,934,10000,0.000675371,2
1677,98,114,118,40,489,12831121,44979,0,298,2004,93,10000,0.00060033,2
1678,51,117,31,210,2000,32800000,34896,1,118,1996,472,877,0.001275702,1
1679,76,135,317,34,57,49994804,29205,1,194,1996,40,10000,0.00060033,2
1680,166,98,99,433,12000,67128202,43328,3,110,2009,536,10000,0.002251238,2
1681,322,115,386,12000,21000,292298923,185394,3,329,2012,17000,65000,0.002401321,2
1682,163,124,42,848,11000,68642452,77673,3,463,2005,973,10000,0.002476362,2
1683,65,114,98,545,970,60033780,18973,1,162,1998,631,10000,0.001050578,2
1684,406,134,452,697,11000,85707116,303185,4,701,2014,8000,82000,0.00352694,3
1685,95,127,96,577,746,14378353,12375,1,194,1999,602,846,0.001050578,2
1686,167,144,241,996,13000,56083966,137003,1,658,2001,3000,10000,0.001951073,2
1687,88,89,81,92,321,22168359,29659,0,227,1989,101,1000,0.000900495,2
1688,86,130,39,534,2000,9589875,16673,0,45,2008,898,10000,0.002401321,3
1689,294,172,98,857,16000,340478898,1100446,1,2417,2002,5000,10000,0.001876032,4
1690,151,90,68,100,328,32553210,88714,0,235,2007,132,10000,0.000300165,2
1691,70,106,19,9,585,20262,1738,2,10,2014,29,278,0.000375206,2
1692,64,118,30,284,962,56398162,28649,0,185,2002,593,2000,0.000825454,2
1693,49,117,138,416,908,134904,2395,9,17,2010,581,636,0.001350743,2
1694,202,130,208,591,12000,202007640,248045,5,890,2001,3000,10000,0.003151733,2
1695,264,141,16000,539,11000,35707327,199056,0,387,2008,963,14000,0.004802641,3
1696,110,116,18,249,2000,30199105,25346,0,167,2000,1000,470,0.001650908,2
1697,447,127,98,319,678,225377,70382,1,190,2012,432,33000,0.000750413,3
1698,43,95,24,426,931,9123834,4065,6,33,2013,539,10000,0.000450248,2
1699,182,114,98,446,975,3519627,41737,4,105,2008,877,10000,0.000675371,2
1700,212,89,98,606,2000,21378000,46492,0,335,1980,826,7000,0.002476362,2
1701,66,181,278,51,402,50000000,29839,0,150,1971,343,10000,0.000975537,3
1702,74,103,155,125,687,53133888,50389,0,136,1990,151,10000,0.001125619,2
1703,57,90,32,809,1000,35231365,15517,0,85,2000,891,500,0.001575867,1
1704,53,92,39,458,3000,105263257,56168,0,103,1997,562,5000,0.001876032,2
1705,488,93,56,838,2000,237282182,273556,0,428,2012,1000,39000,0.001050578,3
1706,77,127,109,71,2000,217631306,154199,0,252,1990,956,10000,0.002101156,2
1707,12,121,35,473,4000,4700361,2047,0,29,2015,849,10000,0.00120066,1
1708,469,99,98,520,3000,1702277,84620,4,235,2013,1000,27000,0.000750413,2
1709,54,120,278,387,844,763044,4257,4,52,2003,766,188,0.001275702,2
1710,147,93,37,545,885,40846082,45317,0,536,1999,828,10000,0.000675371,2
1711,110,88,387,18,436,7362100,60295,0,232,2005,25,10000,0.000450248,3
1712,150,114,737,393,2000,60652036,137854,1,560,1999,490,3000,0.002326279,3
1713,146,97,20,442,21000,3950294,56654,5,124,2007,569,10000,0.002026114,2
1714,129,98,12,663,4000,16831505,51842,1,173,2004,4000,10000,0.003451899,2
1715,181,107,192,280,40000,7605668,47320,2,188,2015,2000,12000,0.002701486,2
1716,57,92,155,147,448,1400000,1324,0,37,1987,426,241,0.000450248,2
1717,141,78,10,253,558,89296573,128285,1,297,2000,452,10000,0.000750413,3
1718,163,104,30,296,769,4046737,67949,1,390,2002,413,15000,0.000750413,3
1719,234,116,23,110,13000,53215979,125036,7,205,2013,12000,22000,0.004802641,2
1720,15,105,121,384,11000,13854000,21079,0,55,1988,3000,818,0.001650908,2
1721,192,124,98,430,6000,16248701,189683,0,559,2003,979,10000,0.002551403,3
1722,81,98,11,107,966,50189179,61966,2,207,2002,680,797,0.000900495,2
1723,131,98,323,511,933,26536120,49926,0,286,2003,631,10000,0.002251238,2
1724,285,126,729,284,912,71502303,149966,0,835,2004,306,10000,0.001275702,3
1725,103,112,109,261,779,56607223,93367,8,497,2001,629,10000,0.00060033,2
1726,10,89,47,585,628,444044,744,6,19,2015,606,1000,0.000300165,3
1727,137,90,65,683,1000,10042266,23021,0,220,2005,989,816,0.001500825,2
1728,328,192,98,416,5000,377019252,1215718,2,3189,2003,857,16000,0.001350743,4
1729,219,123,15,745,10000,34531832,44788,0,138,2015,979,23000,0.001800991,3
1730,93,118,49,155,11000,16252765,44913,1,181,2001,216,3000,0.002326279,2
1731,117,99,23,135,405,31136950,47364,1,75,2010,268,10000,0.000825454,2
1732,316,98,12000,1000,18000,81557479,149947,1,326,2010,3000,18000,0.004427435,2
1733,208,88,188,826,10000,190418803,270207,2,606,2002,3000,2000,0.003226775,2
1734,49,96,6,14,40,792966,4663,2,40,1989,30,321,0.000300165,2
1735,293,112,133,365,11000,6105175,247020,4,835,2014,392,50000,0.001725949,2
1736,110,170,98,889,14000,66676062,267980,1,545,1990,1000,10000,0.002776527,3
1737,59,115,333,317,972,10556196,16562,2,73,1997,713,697,0.001050578,2
1738,290,107,78,969,18000,5354039,92599,8,225,2011,2000,21000,0.003076692,3
1739,588,119,98,529,15000,42335698,395087,8,1101,2014,6000,114000,0.00292661,3
1740,194,94,116,481,645,213079163,162909,2,795,2002,522,10000,0.000900495,2
1741,46,108,350,77,8000,5600000,11913,1,97,1996,115,616,0.002626445,2
1742,80,45,28,104,573,145109,14247,1,44,2008,197,10000,0.000300165,3
1743,26,85,98,499,11000,36497,7367,0,37,2008,826,850,0.002701486,1
1744,133,84,8,896,4000,14373825,63216,0,196,2007,922,10000,0.001125619,2
1745,12,92,19,599,18000,12836,1686,1,28,1997,759,161,0.002326279,2
1746,84,95,126,886,2000,16964743,22844,1,140,2004,989,876,0.001951073,2
1747,100,84,98,158,634,173066,21379,1,88,2007,328,10000,0.000450248,2
1748,100,107,55,294,3000,29374178,12093,0,188,2000,941,394,0.001500825,2
1749,185,138,438,173,12000,130727000,887467,0,916,1991,826,40000,0.003076692,4
1750,446,201,98,84,6000,218051260,316018,0,2618,2005,919,10000,0.002776527,3
1751,75,112,58,42,552,712294,9408,1,68,2005,265,608,0.00060033,2
1752,262,150,608,43,149,3958500,17933,0,165,2014,44,10000,0.000675371,2
1753,94,125,98,968,22000,1172769,28068,2,108,2006,14000,10000,0.002401321,3
1754,43,86,302,428,893,226792,3080,2,44,2001,798,117,0.001125619,2
1755,127,104,13,343,961,23020488,42324,3,180,2003,691,846,0.001125619,2
1756,24,113,9,12,71,19184015,1466,1,35,2002,65,63,0.000525289,2
1757,66,93,98,717,12000,39177541,20310,1,177,2005,722,10000,0.001725949,1
1758,241,114,29,616,956,32721635,67822,0,279,2009,878,10000,0.001275702,2
1759,42,94,98,664,1000,4693919,11011,0,78,2008,1000,422,0.000525289,1
1760,77,96,218,31,4000,4505922,63951,0,252,1996,135,10000,0.00292661,3
1761,142,124,249,936,11000,172620724,146134,1,393,1997,10000,10000,0.003677022,2
1762,192,95,98,20,20000,866778,44208,3,117,2007,329,10000,0.001725949,2
1763,87,100,3,9,74,513836,6304,1,21,2010,52,10000,0.000300165,3
1764,160,95,43,357,3000,56729973,88529,0,262,2008,723,10000,0.000975537,2
1765,50,102,4,60,634,2000000,1275,0,27,1981,537,10000,0.000450248,2
1766,111,112,9,4,61,375723,7025,1,26,2015,9,10000,0.000300165,3
1767,124,114,73,323,18000,40905277,45895,3,157,2003,886,1000,0.002626445,2
1768,533,100,421,159,314,14673301,112899,0,631,2014,189,45000,0.000300165,2
1769,479,118,98,520,14000,138795342,503631,0,636,2010,1000,64000,0.002176197,3
1770,46,86,7,17,328,1114943,3562,0,74,2000,27,10000,0.000525289,2
1771,332,129,98,213,492,110008260,94241,1,309,2015,392,25000,0.001050578,2
1772,23,115,98,266,12000,25842000,13455,0,87,1993,1000,2000,0.002551403,3
1773,143,108,17,186,14000,40203020,74315,1,259,2004,1000,10000,0.002851568,2
1774,108,97,83,579,912,21468807,13048,2,227,2000,786,243,0.000750413,1
1775,153,141,488,509,10000,100614858,206776,1,1248,2001,834,10000,0.002776527,2
1776,160,107,98,240,962,1186957,9264,3,69,2008,266,10000,0.001876032,2
1777,93,104,98,4000,16000,25625110,138707,0,202,1995,12000,10000,0.0047276,3
1778,223,98,11000,557,12000,3247816,36145,0,108,2010,6000,10000,0.00532793,2
1779,62,99,98,186,664,44450000,44394,1,115,1994,655,10000,0.001425784,2
1780,34,93,58,722,995,31155435,42644,2,102,2001,729,10000,0.001275702,2
1781,91,144,98,745,15000,41229,14612,6,41,2013,960,10000,0.001800991,2
1782,107,101,43,655,2000,51758599,27580,0,232,2001,1000,742,0.001650908,2
1783,29,91,82,8,75,1652472,2843,7,25,1996,9,166,0.000450248,2
1784,140,109,80,213,545,106807667,137377,1,370,2000,337,10000,0.001350743,2
1785,53,114,34,287,649,50728000,48909,0,166,1995,327,10000,0.000825454,2
1786,89,84,134,307,655,20339754,23928,2,73,2007,651,441,0.000750413,2
1787,225,96,59,699,17000,114053579,146766,0,178,2008,759,10000,0.001725949,2
1788,177,140,3000,322,963,4157491,79330,0,690,2000,595,10000,0.001500825,3
1789,405,125,102,825,15000,83299761,117719,2,306,2013,2000,39000,0.002176197,3
1790,70,92,12,1000,35000,85884815,9418,0,53,2015,1000,10000,0.000825454,1
1791,135,94,607,215,933,34238611,35830,1,321,2003,518,10000,0.001275702,2
1792,108,103,163,968,11000,60400856,61317,2,229,2001,2000,10000,0.004352394,2
1793,371,120,662,502,20000,31569268,172965,0,627,2015,2000,67000,0.001800991,2
1794,91,88,31,489,1000,65535067,59380,1,202,1999,489,10000,0.001800991,2
1795,220,101,52,332,510,32453345,31791,0,155,2014,358,10000,0.000300165,1
1796,42,91,23,629,925,10443316,7159,2,88,1998,660,247,0.001425784,1
1797,180,119,719,423,833,73209340,101834,0,628,2000,624,10000,0.001125619,2
1798,32,91,10,574,890,13571817,5312,3,40,2002,578,939,0.001050578,1
1799,188,94,107,117,835,196573705,166791,0,132,2009,256,10000,0.000750413,2
1800,106,87,79,218,608,64267897,67992,0,327,2002,362,10000,0.000450248,2
1801,112,109,13,480,3000,2706659,17770,0,172,2006,796,10000,0.001350743,2
1802,171,146,12000,451,18000,77862546,266310,2,690,2004,992,14000,0.003752064,3
1803,141,145,80,794,13000,117235247,375240,0,542,1976,1000,10000,0.002026114,4
1804,434,169,98,903,18000,200069408,240396,0,2367,2006,10000,10000,0.003376857,2
1805,51,95,213,92,225,94900000,35172,0,128,1983,174,10000,0.000825454,2
1806,401,148,98,175,204,8093318,61935,0,242,2014,178,18000,0.001050578,2
1807,22,271,33,251,854,10769960,21940,0,256,1993,702,10000,0.000825454,3
1808,131,92,25,639,1000,217326336,57276,0,146,2007,718,10000,0.000900495,2
1809,34,129,589,341,690,34522221,15401,7,175,2011,589,10000,0.000975537,2
1810,642,148,22000,23000,29000,292568851,1468200,0,2803,2010,27000,175000,0.002851568,4
1811,526,113,13000,16000,40000,79711678,199039,7,479,2012,17000,82000,0.004352394,2
1812,280,94,350,39,326,56437947,85333,0,421,2006,48,10000,0.001425784,3
1813,183,98,58,242,14000,25464480,63108,0,330,2009,537,15000,0.001500825,2
1814,178,89,687,389,10000,42638165,42183,1,230,2009,787,10000,0.001575867,1
1815,91,110,422,422,33000,19179969,54710,2,177,2006,459,10000,0.000750413,2
1816,92,97,956,99,20000,27338033,19709,3,167,2001,551,10000,0.002176197,2
1817,25,125,10,109,866,4068087,2164,1,74,2003,147,10000,0.000375206,3
1818,85,90,21,112,186,671240,23023,0,149,2005,119,10000,0.000450248,2
1819,116,112,101,218,896,36020063,62584,2,375,2005,561,10000,0.001425784,2
1820,145,83,98,31,82,184925485,133348,1,204,1937,47,10000,0.000300165,3
1821,195,120,98,221,865,101334374,124941,5,488,1997,851,10000,0.002626445,2
1822,222,117,115,97,3000,28563179,72693,4,199,2007,327,10000,0.001876032,2
1823,143,90,10,11000,22000,160762022,132415,0,288,2004,17000,10000,0.005027765,2
1824,118,134,98,92,541,183662,18395,6,48,2010,173,10000,0.000450248,3
1825,128,108,11000,922,11000,3203044,25165,2,155,2003,944,827,0.005177848,2
1826,47,118,150,182,24000,17305211,14066,0,75,1996,210,352,0.002551403,2
1827,238,112,29,874,12000,42919096,64748,1,122,2013,1000,12000,0.002026114,2
1828,298,125,487,201,430,26616999,92461,3,347,2013,329,43000,0.000825454,2
1829,125,108,98,690,1000,118500000,340085,0,327,1989,869,12000,0.001800991,3
1830,415,98,11000,218,594,33404871,150082,1,384,2013,268,36000,0.002776527,3
1831,191,101,293,1000,11000,242589580,296904,1,604,2003,7000,10000,0.004502476,2
1832,76,121,16000,826,16000,50007168,39529,0,142,1997,1000,1000,0.004952724,2
1833,181,120,98,102,105,25000000,175196,2,350,1959,103,10000,0.000300165,4
1834,61,97,750,231,1000,18318000,24868,0,216,1998,971,964,0.001800991,2
1835,282,92,34,322,383,34334256,35131,0,255,2013,333,16000,0.000525289,1
1836,109,110,107,549,664,37766350,19440,5,56,2008,551,10000,0.000675371,3
1837,167,109,22,355,14000,13248477,60555,1,174,2009,716,10000,0.001876032,2
1838,190,96,163,448,723,63270259,111087,0,319,2007,651,10000,0.001050578,2
1839,183,105,98,308,845,1304837,21481,2,175,2006,552,559,0.002476362,2
1840,146,135,98,715,3000,29077547,41685,1,754,2005,1000,3000,0.002776527,2
1841,97,97,745,745,12000,11614236,9294,2,140,1999,821,251,0.002401321,2
1842,350,103,65,405,17000,28751715,202967,0,378,2013,927,36000,0.002026114,2
1843,7,120,98,40,178,1098224,397,1,30,2003,69,32,0.000300165,1
1844,85,106,48,39,18000,40219708,22649,3,131,2001,558,10000,0.002776527,2
1845,92,110,278,181,3000,263365,6147,2,36,2010,602,10000,0.001425784,2
1846,118,91,39,562,1000,55747724,18042,1,73,2013,591,10000,0.001350743,2
1847,148,100,265,265,989,84518155,35965,0,144,2014,830,11000,0.001425784,1
1848,12,119,13,25,957,798341,983,0,63,2001,81,100,0.000525289,3
1849,79,107,34,472,11000,7564000,54650,1,223,1995,922,12000,0.003151733,2
1850,223,120,365,723,887,76600000,105448,0,321,1982,770,11000,0.000825454,3
1851,41,102,136,48,89,2956000,3258,0,54,1948,78,359,0.000300165,3
1852,142,103,15,172,723,6061759,49077,0,475,2005,552,10000,0.000750413,2
1853,111,112,63,422,2000,26345,16445,4,99,2012,1000,10000,0.001125619,2
1854,122,87,29,252,427,27972410,114692,1,285,2003,304,2000,0.000975537,2
1855,16,120,6,382,22000,42880,2919,3,50,2004,670,181,0.003451899,2
1856,150,111,122,25,918,2203641,42792,0,162,2008,278,10000,0.001425784,2
1857,90,102,4,112,14000,5932060,29285,0,174,2007,394,10000,0.001575867,2
1858,78,105,25,51,461,2126511,21912,0,45,2015,79,12000,0.000300165,3
1859,8,88,53,176,563,721,783,2,12,2006,288,42,0.00060033,1
1860,105,87,44,704,785,515005,31429,1,219,1964,725,10000,0.000525289,3
1861,25,98,71,658,22000,295468,709,1,34,2001,1000,139,0.001650908,2
1862,174,134,6000,745,893,2298191,221552,0,570,1997,851,11000,0.002101156,4
1863,72,88,20,0,58,592014,5709,3,114,2003,20,754,0.000525289,3
1864,75,219,973,400,1000,43984230,70274,0,133,1987,643,10000,0.001275702,3
1865,40,90,44,93,615,4000000,6046,0,46,1987,96,583,0.00060033,1
1866,357,119,394,162,12000,61937495,89442,0,432,2010,490,10000,0.002326279,2
1867,370,106,4000,591,19000,362645141,106072,0,398,2016,13000,65000,0.0047276,3
1868,93,99,26,650,720,25584685,15877,5,102,2007,669,590,0.001050578,2
1869,313,105,98,288,539,50549107,99035,3,289,2014,394,17000,0.00120066,2
1870,63,95,31,450,944,2954405,1977,0,64,2000,886,133,0.001350743,2
1871,143,92,892,492,783,1550000,30628,2,471,2005,595,937,0.001425784,0
1872,70,108,6,43,54,2047570,6790,3,80,1999,44,491,0.000300165,3
1873,79,107,98,91,603,578527,20008,3,112,2008,175,883,0.000375206,2
1874,145,139,55,266,382,102300000,107408,2,259,1964,279,10000,0.000300165,3
1875,137,101,48,531,775,30307804,43991,2,695,2002,541,10000,0.000675371,2
1876,124,131,911,232,5000,85433,69676,2,131,2013,234,31000,0.00060033,3
1877,199,95,116,481,45000,205399422,181225,1,784,1999,645,10000,0.00120066,2
1878,42,89,13,329,571,60008303,9285,1,91,2000,442,10000,0.000675371,1
1879,308,135,98,310,873,43982842,125114,1,593,2009,559,16000,0.00120066,2
1880,89,200,767,382,597,111722000,55816,2,255,1965,396,7000,0.000825454,3
1881,369,100,128,78,596,56114221,110486,3,695,2015,360,41000,0.000975537,1
1882,394,93,98,947,17000,18934858,72646,5,397,2011,13000,10000,0.003677022,2
1883,198,107,70,330,770,71148699,68935,0,125,2008,419,10000,0.001350743,2
1884,16,104,28,582,962,12514138,2801,0,28,1997,826,1000,0.001275702,3
1885,79,82,216,885,1000,131617,9971,1,119,2005,922,661,0.000975537,2
1886,25,109,6,271,1000,69800000,18140,1,60,1980,745,855,0.001125619,2
1887,123,109,29,91,779,10965209,25558,2,221,2001,240,10000,0.000975537,2
1888,224,108,98,723,16000,163947053,227824,1,273,2009,896,10000,0.002326279,2
1889,242,87,49,59,309,19100000,39690,0,394,1981,121,10000,0.000900495,2
1890,95,106,12,595,962,17951431,25462,1,200,2001,844,804,0.000750413,2
1891,137,97,350,250,460,8111360,34848,1,203,2002,372,10000,0.001650908,3
1892,152,87,165,383,1000,47860214,34711,0,468,2006,431,10000,0.001500825,1
1893,112,111,64,380,778,11905519,30210,0,214,2005,635,10000,0.000300165,3
1894,160,123,130,426,826,59699513,20827,0,136,2010,638,10000,0.001575867,3
1895,221,146,127,722,962,95328937,59581,4,293,2010,740,10000,0.000525289,1
1896,42,89,12,373,1000,22359293,16222,0,39,1997,409,10000,0.002101156,2
1897,223,91,157,224,490,7455447,29967,2,126,2010,259,10000,0.000525289,2
1898,103,89,98,470,87000,20916309,5332,4,37,2009,570,431,0.001876032,1
1899,68,115,13,111,757,17174870,15817,2,210,2000,220,10000,0.00060033,2
1900,148,109,415,228,673,49185998,74476,2,184,2009,489,15000,0.000975537,3
1901,257,136,98,3000,19000,35799026,263336,1,899,2005,12000,10000,0.005027765,2
1902,174,165,98,780,10000,58183966,79186,1,386,2001,851,10000,0.002701486,2
1903,46,126,407,39,638,1997807,5158,0,140,1999,107,196,0.000675371,3
1904,122,107,58,47,141,36874745,12276,2,117,2016,76,21000,0.000900495,2
1905,155,111,473,82,26000,106126012,285623,6,497,2003,9000,10000,0.00412727,2
1906,279,121,295,329,12000,79948113,186879,0,791,2009,748,10000,0.00292661,2
1907,79,129,98,359,844,54000000,26310,0,154,1982,617,10000,0.000975537,3
1908,43,93,12,636,18000,38037513,49680,2,117,1991,769,10000,0.002626445,2
1909,132,88,25,433,921,21379315,17590,0,112,2011,562,10000,0.000525289,2
1910,314,114,101,23,129,71975611,209396,0,580,2007,25,11000,0.000750413,2
1911,199,122,98,939,18000,11538204,23696,0,135,2010,1000,10000,0.002776527,2
1912,73,105,34,642,1000,20422207,15052,1,116,2004,681,484,0.001050578,2
1913,173,126,98,10000,14000,63540020,343274,2,742,1997,13000,18000,0.00412727,3
1914,60,105,98,506,975,10014234,8560,1,69,2000,909,177,0.001650908,1
1915,69,114,22,413,572,2353728,4293,5,53,2003,548,235,0.00060033,2
1916,259,106,50,741,17000,3571735,39260,2,129,2010,908,10000,0.001500825,2
1917,191,132,357,212,14000,141204016,142569,0,737,2002,223,10000,0.002176197,2
1918,233,122,301,457,1000,75072454,96569,0,522,2005,539,10000,0.002101156,2
1919,323,104,508,558,10000,256386216,530870,0,1413,2007,1000,11000,0.002026114,3
1920,132,116,41,541,11000,30013346,31293,2,254,2003,982,648,0.003076692,2
1921,168,121,274,157,273,30212620,35066,4,196,2010,216,10000,0.00060033,2
1922,47,92,14,488,789,50024083,35918,1,126,1995,520,1000,0.000450248,2
1923,118,125,82,244,16000,21000000,73950,3,258,1974,387,2000,0.001350743,2
1924,42,110,272,551,801,14100000,14995,6,87,1982,796,10000,0.002176197,3
1925,121,99,35,433,3000,35057332,45394,0,72,2012,594,19000,0.000450248,2
1926,41,113,98,607,2000,55184721,9811,8,100,2007,721,1000,0.001275702,2
